"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"1905","Male","Governnmental","Rural","2","2","0","0","0","9","0","0","1","0","1","9","1","0","1","0","1","9","1","0","1","1","9","1","0","9","9","1","1","1","1","1","9","9","1","D/SD","No","low"
"1906","Male","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","1","9","9","9","1","1","1","1","9","9","9","9","0","0","1","1","1","1","N","No","low"
"1907","Female","Governnmental","Urban","3","3","9","9","1","9","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","high/moderate"
"1908","Female","Governnmental","Urban","1","3","9","1","9","9","1","1","0","1","0","9","9","0","0","0","0","0","9","9","1","1","1","1","0","9","1","1","9","9","1","1","1","9","9","N","No","low"
"1909","Female","Governnmental","Urban","3","4","1","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","1","1","1","0","1","1","9","9","1","1","9","1","1","1","1","9","1","A/SA","No","low"
"1910","Female","Governnmental","Rural","3","3","9","0","0","9","0","1","9","0","9","1","9","1","9","9","9","1","1","1","1","9","1","9","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"1911","Female","Governnmental","Rural","5","3","9","1","9","9","0","0","1","9","9","1","1","1","0","0","0","1","1","1","1","0","1","1","9","9","9","9","9","0","9","9","1","1","1","N","No","low"
"1912","Male","Governnmental","Urban","3","2","0","0","0","0","0","0","1","9","9","9","1","1","0","0","0","1","9","9","1","1","1","1","0","9","1","1","9","9","9","1","1","1","1","D/SD","No","low"
"1913","Male","Governnmental","Urban","1","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","9","0","1","9","0","9","1","9","0","9","0","1","9","9","1","D/SD","No","low"
"1914","Female","Governnmental","Urban","4","3","9","1","1","1","0","0","9","9","1","9","1","1","1","0","0","1","0","0","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"1915","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","0","1","9","1","1","9","9","9","9","1","1","9","1","9","1","9","9","1","1","0","0","0","1","1","9","1","N","No","low"
"1916","Female","Governnmental","Rural","5","4","1","9","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","0","1","1","0","9","0","1","0","0","0","1","1","0","0","A/SA","No","low"
"1917","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","1","1","9","9","1","9","1","9","9","9","1","1","1","D/SD","No","low"
"1918","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"1919","Female","Governnmental","Rural","4","2","0","0","0","0","0","0","9","9","1","9","1","1","0","0","0","9","1","1","1","1","1","9","9","9","9","9","0","0","0","9","1","1","1","D/SD","No","low"
"1920","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","9","9","0","0","0","1","0","0","0","0","0","0","0","9","1","9","0","0","0","9","9","1","0","D/SD","No","low"
"1921","Male","Governnmental","Urban","Intern (Emtyaz)","5","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","9","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"1922","Female","Governnmental","Urban","5","4","1","0","0","0","0","0","1","1","1","9","1","1","1","9","9","9","1","9","1","1","1","9","9","9","9","9","0","0","0","1","1","0","1","A/SA","No","low"
"1923","Male","Governnmental","Urban","6","2","0","9","0","0","1","0","1","9","1","0","1","1","9","9","9","9","1","9","1","1","1","1","0","9","1","1","1","1","1","9","1","1","1","D/SD","No","low"
"1924","Male","Governnmental","Urban","5","5","1","9","9","9","1","1","9","9","1","0","1","1","0","0","0","0","1","1","9","0","1","1","0","9","1","1","9","1","1","0","0","0","1","A/SA","No","low"
"1925","Male","Private","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","0","1","1","1","1","0","9","1","1","1","0","9","1","1","0","0","N","No","low"
"1926","Male","Governnmental","Urban","4","3","9","0","0","9","0","0","9","9","9","9","1","1","1","9","0","0","9","9","1","9","1","1","9","9","1","1","0","0","0","1","1","1","1","N","No","low"
"1927","Male","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","1","1","1","9","9","1","9","9","9","1","9","0","0","0","1","0","0","N","No","low"
"1928","Female","Governnmental","Urban","6","2","0","9","9","9","0","0","1","1","1","1","1","1","9","1","9","1","9","0","1","9","9","1","1","9","0","9","0","9","9","1","1","9","1","D/SD","Yes","high/moderate"
"1929","Female","Governnmental","Urban","1","2","0","9","0","0","0","0","9","9","9","9","0","9","1","1","9","0","9","1","1","1","9","0","0","9","0","9","1","1","0","0","9","9","1","D/SD","Yes","low"
"1930","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","1","9","1","1","1","9","0","0","1","1","1","1","1","1","9","9","1","1","0","0","0","1","1","1","1","N","No","low"
"1931","Female","Governnmental","Urban","2","4","1","9","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","1","1","0","0","0","9","0","0","9","9","9","0","1","0","0","A/SA","No","low"
"1932","Female","Private","Urban","1","3","9","1","9","0","0","0","9","9","9","9","1","1","0","1","1","1","1","9","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","low"
"1933","Female","Private","Rural","1","3","9","9","0","0","0","0","1","0","1","1","9","1","9","0","0","9","9","9","1","9","1","1","0","9","9","9","9","9","1","9","1","1","1","N","No","low"
"1934","Male","Governnmental","Urban","Intern (Emtyaz)","5","1","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","9","1","9","9","9","A/SA","Yes","high/moderate"
"1935","Male","Governnmental","Urban","2","5","1","0","0","9","0","0","9","9","9","9","1","1","0","0","0","1","9","0","1","1","1","1","9","9","1","1","1","9","0","1","1","0","9","A/SA","No","low"
"1936","Female","Governnmental","Urban","Intern (Emtyaz)","2","0","0","0","0","0","0","9","9","9","9","9","9","9","9","0","9","1","1","1","0","9","9","0","9","1","9","1","1","1","9","9","9","9","D/SD","No","low"
"1937","Male","Private","Urban","6","3","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","9","9","1","9","1","1","0","9","9","0","0","0","0","9","1","1","1","N","No","low"
"1938","Female","Governnmental","Urban","3","3","9","9","9","1","1","1","1","0","0","0","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","9","1","N","Yes","low"
"1939","Male","Governnmental","Urban","4","4","1","0","9","1","1","1","1","0","1","0","1","1","0","0","0","0","1","9","1","0","0","1","0","9","1","1","0","0","0","1","9","9","9","A/SA","No","low"
"1940","Female","Private","Urban","Intern (Emtyaz)","1","0","1","0","0","0","0","9","9","9","9","1","1","0","0","0","1","9","9","9","1","9","9","0","9","1","9","0","0","0","9","9","1","1","D/SD","No","low"
"1941","Male","Governnmental","Urban","Intern (Emtyaz)","4","1","1","9","9","1","0","1","1","1","0","1","1","1","9","9","1","1","1","1","1","9","1","1","9","1","1","1","1","1","9","1","1","1","A/SA","No","high/moderate"
"1942","Male","Private","Urban","2","3","9","0","9","9","1","1","0","0","0","0","9","9","9","1","0","0","0","9","1","9","0","9","1","9","9","9","9","9","9","0","9","9","9","N","No","low"
"1943","Female","International","Urban","1","3","9","1","0","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","Yes","high/moderate"
"1944","Male","Governnmental","Urban","1","3","9","0","0","9","1","0","1","0","9","9","1","1","9","0","0","0","1","1","9","1","1","1","0","9","1","1","1","9","1","1","1","1","1","N","No","low"
"1945","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","9","1","1","1","9","9","1","1","1","1","0","1","1","1","1","N","No","low"
"1946","Female","Governnmental","Urban","1","5","1","9","9","1","1","0","1","0","1","1","1","1","9","0","0","0","9","1","1","0","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"1947","Female","Private","Urban","1","4","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"1948","Male","Governnmental","Urban","2","2","0","0","0","0","1","0","1","0","1","1","1","1","0","0","9","1","0","9","1","0","1","1","0","9","1","1","0","0","0","9","1","1","1","D/SD","No","low"
"1949","Female","Governnmental","Urban","1","3","9","0","0","9","1","0","9","0","9","9","1","1","0","0","0","1","9","1","1","1","1","9","9","9","1","1","9","9","9","1","1","1","9","N","Yes","low"
"1950","Female","Governnmental","Urban","1","3","9","1","1","1","1","0","9","0","1","1","1","0","1","0","0","1","9","1","1","9","1","1","0","9","9","1","9","0","1","1","1","0","9","N","No","high/moderate"
"1951","Female","Private","Urban","2","3","9","1","1","1","1","1","9","9","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","9","1","1","9","9","N","No","low"
"1952","Female","Private","Urban","1","3","9","0","0","0","0","0","1","9","1","1","1","1","9","0","0","1","9","9","9","0","1","1","0","9","1","1","1","1","1","9","1","1","1","N","No","low"
"1953","Female","Private","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","1","1","1","1","1","9","9","1","1","1","1","9","1","1","1","1","N","No","low"
"1954","Male","Private","Rural","2","4","1","9","0","0","0","0","9","0","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"1955","Male","International","Urban","1","5","1","1","1","9","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"1956","Female","International","Urban","1","3","9","0","0","0","0","0","9","9","9","9","9","9","0","0","0","0","9","9","0","1","9","1","0","9","0","0","0","0","0","1","1","1","1","N","No","low"
"1957","Male","Private","Rural","2","2","0","9","1","9","0","0","1","0","0","9","1","9","0","0","0","9","0","1","1","1","1","1","0","9","1","1","1","9","1","1","9","9","1","D/SD","No","low"
"1958","Male","Private","Urban","2","4","1","1","9","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"1959","Male","Private","Urban","2","3","9","0","0","1","0","0","1","1","0","9","1","9","1","9","1","9","1","9","1","9","1","9","1","9","9","9","9","9","9","1","0","1","1","N","No","low"
"1960","Female","Private","Urban","2","3","9","0","0","0","0","0","1","9","9","0","1","9","9","1","0","1","0","1","9","9","0","0","0","9","1","1","1","9","9","1","9","1","0","N","No","low"
"1961","Female","Governnmental","Urban","3","3","9","0","0","0","1","0","9","9","9","9","0","1","0","0","0","1","0","0","9","9","1","1","1","9","1","1","0","0","9","9","1","0","1","N","No","low"
"1962","Female","Governnmental","Urban","2","4","1","1","9","1","0","0","9","0","1","9","1","1","0","0","0","9","1","9","1","9","1","1","9","9","1","1","1","9","9","1","1","1","1","A/SA","No","low"
"1963","Male","Governnmental","Urban","2","4","1","0","0","9","1","0","1","0","1","9","1","1","9","0","0","9","0","0","1","1","9","9","0","9","0","1","0","0","0","1","1","0","1","A/SA","No","low"
"1964","Female","Governnmental","Urban","2","3","9","9","9","1","0","0","1","0","1","1","1","1","9","9","0","9","1","1","1","1","9","1","1","9","1","1","1","1","1","1","1","1","9","N","No","low"
"1965","Female","Governnmental","Rural","1","1","0","9","0","9","1","0","0","1","1","0","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","1","1","9","0","9","1","D/SD","No","low"
"1966","Male","Governnmental","Urban","1","4","1","9","9","0","0","0","9","9","9","9","1","1","1","0","0","9","1","1","1","1","9","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"1967","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","0","0","0","1","0","1","0","9","9","1","1","0","0","0","9","1","1","1","9","1","1","0","9","1","1","1","1","9","1","1","1","9","N","Yes","low"
"1968","Female","Private","Urban","2","5","1","9","9","1","0","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","0","9","1","9","0","9","9","0","1","1","1","A/SA","Yes","high/moderate"
"1969","Male","International","Urban","2","3","9","0","0","0","0","0","1","0","1","1","1","1","0","0","0","9","9","9","1","0","1","1","0","9","1","1","1","9","9","1","1","1","1","N","No","low"
"1970","Male","Governnmental","Urban","1","5","1","0","0","0","0","0","9","9","9","9","1","9","0","0","0","0","9","1","1","1","9","1","0","9","1","9","9","9","9","9","1","1","1","A/SA","No","low"
"1971","Female","Governnmental","Urban","2","1","0","0","0","0","0","0","9","9","9","0","1","1","0","0","0","0","1","1","9","9","1","1","0","9","1","1","1","1","1","9","1","1","1","D/SD","No","low"
"1972","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","9","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"1973","Male","Private","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","1","0","1","1","1","9","9","1","1","9","9","1","1","9","1","0","1","1","1","N","No","low"
"1974","Male","Governnmental","Urban","2","3","9","9","0","0","1","0","1","9","1","9","1","1","9","1","9","9","1","1","0","1","1","1","9","9","1","1","9","9","0","1","1","1","9","N","No","low"
"1975","Female","Governnmental","Urban","4","4","1","9","9","9","0","0","1","9","9","9","1","1","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"1976","Female","Governnmental","Urban","6","5","1","1","1","9","0","0","1","0","0","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"1977","Male","Governnmental","Rural","1","3","9","0","0","0","1","0","9","9","9","9","1","1","1","9","0","1","1","1","0","1","9","1","1","9","1","1","9","9","9","1","1","1","1","N","No","low"
"1978","Male","Governnmental","Urban","1","4","1","9","9","9","0","1","1","1","1","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","9","A/SA","No","high/moderate"
"1979","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","0","0","0","0","0","9","9","9","0","0","0","9","0","0","0","D/SD","No","low"
"1980","Male","Governnmental","Rural","4","5","1","9","9","9","1","1","9","0","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","1","9","0","1","0","0","1","A/SA","No","low"
"1981","Female","Governnmental","Urban","5","4","1","1","9","9","1","0","1","0","0","9","1","1","1","9","9","1","9","1","9","1","9","1","9","9","1","1","9","9","9","1","1","1","1","A/SA","No","low"
"1982","Male","Governnmental","Urban","1","2","0","0","0","0","1","0","9","1","1","1","1","1","9","9","0","0","1","1","1","9","9","1","1","9","1","9","9","9","9","1","1","1","1","D/SD","No","low"
"1983","Female","Governnmental","Urban","1","4","1","0","0","0","1","0","9","9","9","9","1","1","9","0","9","0","1","1","1","9","1","1","0","9","1","1","1","1","1","9","1","1","1","A/SA","No","low"
"1984","Male","Governnmental","Urban","2","3","9","9","1","9","1","1","1","1","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","1","1","9","9","N","Yes","high/moderate"
"1985","Female","Governnmental","Urban","5","3","9","1","1","9","0","0","9","9","1","9","1","9","0","0","0","0","1","1","1","1","9","9","0","9","0","9","1","9","1","1","1","9","1","N","No","low"
"1986","Male","Governnmental","Urban","1","3","9","9","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","1","0","1","0","9","1","1","1","0","0","1","1","0","1","N","No","low"
"1987","Female","Private","Urban","1","4","1","0","0","0","1","1","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","0","0","1","9","9","0","1","1","1","A/SA","Yes","low"
"1988","Female","Governnmental","Urban","3","4","1","9","9","0","0","0","9","9","9","9","9","9","9","9","9","1","9","9","9","9","9","9","9","9","9","9","9","9","9","0","1","1","1","A/SA","No","low"
"1989","Male","Governnmental","Rural","6","3","9","9","0","0","0","0","9","9","9","9","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","9","0","0","0","N","No","low"
"1990","Female","Governnmental","Urban","3","3","9","1","1","9","1","1","0","0","1","0","1","9","1","1","1","0","9","9","0","0","0","0","9","9","0","0","0","9","0","1","1","1","1","N","No","high/moderate"
"1991","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","9","9","9","9","1","9","1","0","0","1","1","1","1","1","1","1","1","9","0","0","9","9","0","1","1","1","1","N","No","low"
"1992","Female","Governnmental","Urban","4","4","1","0","0","0","0","0","0","0","9","9","1","1","9","0","0","1","0","1","0","9","1","1","1","9","9","9","0","0","0","1","0","0","1","A/SA","No","low"
"1993","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","D/SD","No","low"
"1994","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","1","0","0","1","0","0","1","1","9","1","0","9","1","1","1","0","0","0","1","1","1","N","No","low"
"1995","Female","Governnmental","Urban","3","5","1","1","1","1","1","1","1","0","1","1","1","9","9","9","9","1","1","9","9","9","9","0","9","9","1","1","1","1","1","9","9","9","9","A/SA","No","high/moderate"
"1996","Female","Governnmental","Urban","3","4","1","1","9","1","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","No","low"
"1997","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","1","0","0","0","0","9","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","0","9","0","9","0","1","1","9","9","N","No","low"
"1998","Male","Governnmental","Urban","1","4","1","0","0","0","0","0","9","9","9","9","9","0","0","0","0","1","9","1","9","9","0","0","0","9","1","1","1","1","1","9","9","9","9","A/SA","No","low"
"1999","Female","Governnmental","Rural","4","4","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","9","1","0","1","9","0","0","0","0","0","9","1","1","1","A/SA","No","low"
"2000","Female","Governnmental","Urban","3","3","9","1","1","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","9","9","1","1","1","1","1","N","No","low"
"2001","Female","Governnmental","Urban","1","5","1","9","9","9","0","1","1","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","9","9","9","A/SA","No","low"
"2002","Female","Governnmental","Rural","Intern (Emtyaz)","4","1","0","0","0","1","0","9","9","9","9","1","1","0","0","0","9","1","1","9","9","1","1","9","9","1","1","1","1","1","9","0","1","1","A/SA","No","low"
"2003","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","1","9","9","1","1","1","0","0","0","1","1","1","1","9","9","1","1","9","0","0","9","9","9","1","9","0","1","N","No","low"
"2004","Female","Governnmental","Rural","3","1","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","9","9","1","9","0","9","1","1","9","9","9","1","9","9","1","D/SD","No","low"
"2005","Female","Governnmental","Urban","4","4","1","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","A/SA","No","low"
"2006","Female","Governnmental","Urban","1","4","1","1","1","9","1","1","1","0","1","9","1","1","1","9","9","9","1","1","1","1","9","1","0","9","1","1","1","1","1","1","1","0","9","A/SA","No","high/moderate"
"2007","Female","Governnmental","Rural","4","2","0","9","0","0","1","0","1","1","1","9","1","1","9","0","0","9","9","9","1","9","1","1","9","9","1","1","9","1","1","1","9","9","9","D/SD","No","low"
"2008","Female","Governnmental","Rural","5","3","9","1","9","1","0","0","1","9","1","1","1","1","0","0","0","9","9","9","1","0","1","1","0","9","1","1","1","9","0","1","9","9","1","N","No","low"
"2009","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","1","9","1","9","1","1","1","1","1","0","1","9","1","N","No","low"
"2010","Female","Governnmental","Urban","1","2","0","0","1","0","0","0","1","0","1","9","1","1","9","0","1","9","1","1","9","1","1","9","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"2011","Male","Governnmental","Urban","1","5","1","0","9","0","0","0","1","1","1","1","1","1","9","9","0","9","9","0","1","0","1","1","0","9","9","1","1","9","9","1","1","1","1","A/SA","No","low"
"2012","Female","Governnmental","Urban","1","3","9","1","9","9","0","1","1","9","1","0","9","1","0","0","0","1","9","1","1","0","9","1","1","9","1","1","1","9","1","1","9","9","9","N","No","low"
"2013","Female","Governnmental","Urban","1","1","0","0","0","0","1","0","9","0","9","1","1","1","9","9","9","1","1","1","9","9","1","1","9","9","9","9","9","0","0","1","9","9","9","D/SD","No","low"
"2014","Male","Governnmental","Urban","1","3","9","0","0","0","0","1","9","9","9","9","1","1","0","0","0","1","0","0","9","9","1","9","0","9","9","1","1","9","9","9","0","1","1","N","No","low"
"2015","Female","International","Urban","2","1","0","0","0","0","0","1","9","9","9","9","1","1","0","0","0","9","9","1","1","1","9","1","9","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"2016","Female","Governnmental","Rural","1","3","9","0","0","0","0","0","1","0","9","9","1","1","9","9","9","0","1","1","1","1","1","1","9","9","9","1","1","1","1","9","1","1","0","N","No","low"
"2017","Female","Governnmental","Rural","1","3","9","1","9","0","1","1","9","9","1","9","1","1","9","9","1","9","1","1","1","1","1","1","9","9","1","1","1","9","1","1","1","1","9","N","No","low"
"2018","Female","Governnmental","Rural","4","3","9","9","9","0","1","0","9","1","9","9","1","1","9","9","0","9","1","1","9","9","1","1","1","9","9","1","1","9","9","9","1","1","1","N","No","low"
"2019","Female","Governnmental","Urban","1","2","0","0","0","0","0","0","1","0","9","0","9","1","9","0","0","1","1","9","1","0","9","9","1","9","9","0","9","0","9","9","9","0","9","D/SD","No","low"
"2020","Female","Governnmental","Urban","2","4","1","1","1","1","0","1","1","1","1","1","1","1","1","9","1","1","1","9","1","1","9","1","9","9","1","1","1","1","9","1","1","9","1","A/SA","No","high/moderate"
"2021","Female","Governnmental","Rural","1","2","0","1","9","0","0","0","9","9","1","1","1","1","9","0","0","1","0","9","1","1","1","1","9","9","1","1","1","0","1","9","9","0","1","D/SD","No","low"
"2022","Female","Governnmental","Urban","1","3","9","1","1","1","0","1","1","0","9","0","1","1","1","1","1","1","1","1","1","1","1","1","0","9","1","1","1","1","1","9","1","1","1","N","Yes","low"
"2023","Female","Governnmental","Urban","1","4","1","1","1","1","0","1","1","0","0","1","1","1","9","9","9","1","1","9","1","1","1","1","9","9","1","1","1","1","1","1","9","1","1","A/SA","No","high/moderate"
"2024","Male","Governnmental","Urban","6","3","9","9","9","9","0","0","9","0","1","9","1","1","0","0","0","1","1","1","1","9","1","1","0","9","9","1","9","9","9","1","1","9","1","N","No","low"
"2025","Female","Governnmental","Rural","4","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","1","9","1","1","9","9","0","0","0","0","0","9","9","9","9","D/SD","No","low"
