"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"1758","9","1","1","0","0","0","9","9","9","9","1","1","9","0","0","9","0","9","1","0","1","0","1","9","1","1","1","1","1","1","1","1","9"
"1759","1","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","9","1","1","1","1","9","1","1","9","9","9","9","9","1","9"
"1760","9","0","0","0","0","0","1","1","1","1","1","1","0","0","0","9","9","9","1","9","9","9","0","9","0","0","0","0","0","1","1","1","1"
"1761","1","9","9","9","0","0","1","9","1","0","1","1","9","9","0","1","0","0","1","0","1","1","0","9","1","1","9","9","9","9","1","9","1"
"1762","9","0","0","0","1","0","9","9","9","9","1","1","9","0","0","9","9","0","1","9","1","1","0","9","1","1","1","0","9","1","1","0","1"
"1763","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","0","1","1","1","9","1","1","0","9","9","9","9","9","9","9","0","1","1"
"1764","1","1","9","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","9","9","9"
"1765","1","9","1","9","0","0","0","0","1","1","1","1","0","0","0","9","9","9","1","0","9","9","9","9","1","1","1","1","1","0","1","9","9"
"1766","1","0","0","0","0","0","9","9","1","1","1","1","1","0","0","0","9","9","1","0","1","1","0","9","9","1","1","1","1","1","9","1","9"
"1767","0","0","0","0","1","0","1","9","9","9","1","1","9","1","1","0","1","1","9","1","9","1","0","9","9","1","0","0","0","9","0","1","1"
"1768","1","0","0","0","1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","0","9","9","9","0","0","0","1","1","1","1"
"1769","9","0","0","0","1","0","9","9","1","9","1","1","9","0","0","0","1","1","1","0","1","1","1","9","1","1","1","9","0","9","1","1","9"
"1770","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","9","9","1","1","1","9","0","9","1","1","9","1","1","1","1","9","9"
"1771","9","0","0","0","1","0","9","1","1","0","1","1","9","9","9","9","1","1","1","9","1","1","9","9","1","1","1","1","1","9","9","9","9"
"1772","1","0","9","9","0","0","9","9","9","9","1","1","0","0","0","9","0","1","1","0","1","1","0","9","1","1","9","1","0","9","1","9","0"
"1773","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1774","9","0","0","0","0","0","9","0","9","1","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","9","9"
"1775","9","0","0","0","0","0","9","9","9","9","9","9","1","1","0","9","9","9","1","1","1","1","9","9","9","9","9","0","0","9","1","1","1"
"1776","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","9","1","9","1","9","1","1","9","9","1","1","0","9","0","9","1","1","1"
"1777","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","1","1","1","1","1","1","1","9","9","9","9","9","9","1","1","9","1"
"1778","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1779","9","0","0","0","1","0","1","0","1","0","1","1","9","0","0","9","9","1","1","1","1","1","0","9","1","1","9","9","9","1","1","1","1"
"1780","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","1","1","0","1","1","1","0","9","1","1","9","0","9","1","1","1","1"
"1781","0","9","0","0","0","0","9","9","9","0","9","1","9","9","9","1","9","9","1","9","1","1","9","9","1","1","1","1","1","1","9","9","1"
"1782","1","1","9","9","0","0","9","9","9","9","1","1","9","0","0","0","1","1","9","0","0","1","0","9","1","1","1","9","1","9","9","9","0"
"1783","1","9","0","0","0","0","9","9","9","9","1","1","9","9","0","1","1","1","1","9","1","1","9","9","1","1","1","1","1","9","1","9","1"
"1784","0","0","0","0","1","0","9","9","9","9","1","1","9","0","0","9","9","9","1","9","1","9","0","9","9","1","9","9","1","1","1","1","1"
"1785","9","1","1","9","0","0","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1786","9","9","0","0","0","0","1","9","1","9","1","1","1","9","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1"
"1787","9","9","0","0","0","0","1","9","9","1","1","1","0","0","0","9","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1788","0","0","0","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","0","0","0","0","0","9","9","9","9"
"1789","1","0","9","0","1","0","0","0","9","9","1","1","1","1","1","1","1","1","9","1","1","1","1","9","9","1","9","1","9","1","1","1","9"
"1790","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","9","1","0","9","1","1","1","1","1","1","1","1","1"
"1791","9","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","0","0","0","0","0","9","9","9","9"
"1792","9","9","9","9","0","0","9","9","9","9","1","1","0","0","0","9","9","1","1","1","9","1","9","9","1","1","9","9","9","1","1","1","1"
"1793","9","9","9","0","0","0","1","0","0","1","1","1","1","1","1","1","9","1","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1794","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","1","0","9","1","0","9","1","1","9","9","9","1","9","9","1"
"1795","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","0","1","1","9","9","1","1","0","0","0","1","1","1","1"
"1796","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","1","1","1","9","1","1","0","9","1","1","9","0","0","1","1","9","1"
"1797","9","0","0","0","0","0","9","1","1","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","9","0","0","1","0","1","9"
"1798","0","0","0","0","0","0","9","9","9","9","9","1","0","0","0","9","9","9","1","9","9","1","9","9","1","1","1","9","9","9","9","9","9"
"1799","0","0","0","0","0","0","9","0","1","1","1","1","9","0","0","9","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1800","1","9","9","0","0","0","1","0","1","9","1","1","0","0","0","1","0","9","0","1","1","1","0","9","1","9","0","0","0","0","9","0","1"
"1801","9","9","9","9","0","0","1","9","1","9","1","1","0","0","0","0","9","1","1","1","1","1","0","9","1","1","9","9","9","1","1","1","1"
"1802","1","9","9","1","1","0","9","1","9","9","1","1","0","0","0","1","9","9","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1803","0","0","0","0","0","0","9","9","1","9","1","1","0","0","0","0","9","1","1","9","1","1","0","9","9","9","0","0","9","9","9","9","1"
"1804","9","0","0","1","0","0","9","9","1","9","1","1","0","0","0","1","9","9","1","0","9","1","0","9","9","1","0","0","0","1","9","0","1"
"1805","9","9","0","0","1","0","9","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","9","1","1","1","9","1","1","9","1"
"1806","0","0","0","0","1","0","1","1","1","1","1","1","1","0","0","1","0","0","0","1","9","9","1","9","1","1","0","0","0","9","9","9","9"
"1807","0","9","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","9","1","0","0","9","0","9","1","1","1","9","9","1","1","0","9"
"1808","1","0","0","9","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","9","9","1","1","1"
"1809","9","0","9","1","0","0","9","1","1","0","1","1","1","0","0","1","9","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1810","0","0","0","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1811","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","9","1","9","1","1","9","9","1","1","0","0","0","1","1","1","1"
"1812","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","1","9","9","1","0","9","9","1","9","1","1","1","1","9","1","1","1","1"
"1813","0","0","0","0","0","0","1","9","9","9","1","1","9","0","0","1","0","0","9","9","9","0","1","9","1","1","0","0","0","9","1","9","0"
"1814","1","1","1","1","0","0","1","1","1","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","0","0","0","1","1","0","1"
"1815","9","0","9","0","0","0","9","9","9","9","9","1","0","0","0","1","0","1","9","9","9","1","0","9","1","1","1","0","0","1","1","1","0"
"1816","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","9","9","1","9","1","1","0","9","1","1","9","9","9","1","1","1","1"
"1817","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","0","9","0","9","9","9","9"
"1818","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","1","1","1","1","0","1","1","9","1","9","1","9","1","1","1","1","9"
"1819","0","0","0","0","0","0","9","9","9","9","1","1","0","9","0","1","1","1","1","1","1","1","9","9","9","1","1","1","1","1","9","9","9"
"1820","9","1","1","9","0","1","9","1","1","0","1","9","1","9","9","1","0","9","0","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1821","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","1","9","9","9"
"1822","0","0","0","0","1","0","1","9","1","9","1","1","1","9","0","9","1","1","9","1","1","1","9","9","1","1","1","1","9","1","1","1","1"
"1823","0","0","0","0","0","0","9","9","9","9","1","1","1","9","0","9","9","9","0","1","1","1","9","9","1","1","1","1","1","9","1","1","1"
"1824","9","9","0","0","1","0","1","9","1","1","1","1","1","1","1","1","9","1","9","1","9","1","9","9","1","1","1","1","9","1","1","1","1"
"1825","9","0","0","0","1","0","9","9","9","9","1","1","9","9","9","0","9","1","1","1","1","1","9","9","1","9","9","9","9","1","9","9","9"
"1826","9","9","9","9","0","0","1","0","0","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","9","1","1","9","9","9","9"
"1827","1","9","0","0","0","0","0","0","1","0","1","1","9","1","1","0","0","9","9","1","0","1","0","9","1","1","1","9","9","1","1","1","1"
"1828","9","9","9","9","0","0","9","1","1","1","1","1","0","0","0","1","9","9","1","9","1","9","9","9","9","1","9","9","9","9","1","1","1"
"1829","9","0","0","0","1","0","1","0","1","1","1","1","1","9","0","1","1","1","9","1","1","1","0","9","1","1","1","1","1","9","9","9","1"
"1830","9","0","0","0","1","0","9","0","1","1","1","9","0","0","0","1","0","0","1","1","9","9","0","9","9","1","0","0","0","1","0","1","0"
"1831","9","0","0","0","0","0","9","9","1","9","1","1","9","0","0","9","1","1","1","0","9","9","9","9","1","1","1","1","1","9","1","1","1"
"1832","9","9","0","0","1","0","9","9","9","9","9","9","9","9","9","0","9","9","9","1","9","9","9","9","1","1","1","1","1","1","1","1","1"
"1833","9","9","9","1","0","0","0","1","1","9","1","1","9","0","0","9","9","9","9","1","1","1","9","9","1","1","9","9","9","1","9","1","1"
"1834","9","9","0","0","0","0","9","9","1","9","1","9","9","9","0","9","9","1","9","0","9","9","0","9","1","1","9","1","1","1","1","1","9"
"1835","0","0","0","0","0","0","9","9","9","1","1","1","9","0","0","9","1","9","1","1","1","1","9","9","1","1","9","0","0","1","1","1","1"
"1836","0","0","9","1","1","0","1","0","1","0","1","9","1","9","0","0","0","9","1","1","9","1","1","9","9","0","1","1","0","0","9","1","0"
"1837","0","0","0","0","0","0","9","9","9","9","1","1","9","9","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","9","1","1"
"1838","1","9","1","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","1","1","1","1","1","9","1","1","0","0","0","1","1","0","1"
"1839","1","0","0","0","0","0","9","9","9","9","1","1","1","1","1","0","9","1","0","1","1","1","0","9","1","1","1","1","0","1","1","1","1"
"1840","9","0","0","0","0","0","9","9","1","1","9","1","0","0","0","0","1","1","0","9","1","1","1","9","1","1","9","9","1","1","1","1","1"
"1841","9","9","1","0","1","1","1","1","1","0","0","9","1","1","1","9","1","1","9","1","1","1","1","9","0","0","1","1","1","1","1","1","1"
"1842","0","0","0","0","0","0","9","9","9","9","9","9","9","0","0","1","9","9","1","1","9","9","1","9","1","1","1","1","1","9","9","9","9"
"1843","0","0","0","0","0","0","9","9","9","9","1","1","1","1","0","1","1","1","1","1","1","1","1","9","0","0","0","0","0","1","1","1","1"
"1844","9","9","0","0","0","0","9","9","0","9","1","1","9","0","0","0","1","1","1","1","1","1","9","9","1","9","9","0","9","1","1","1","1"
"1845","1","9","9","1","1","0","1","0","1","0","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","1","1","9","1","0","0"
"1846","1","9","9","0","0","1","9","9","1","1","1","1","9","0","0","9","9","9","1","9","1","1","9","9","1","1","0","0","0","9","9","0","9"
"1847","1","9","9","0","0","1","9","0","0","1","1","1","1","1","9","1","9","9","1","1","0","1","9","9","1","1","9","9","0","1","1","1","1"
"1848","1","9","0","1","1","1","0","0","1","1","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","9","9","1"
"1849","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","0","0","0","0","0","1","1","1","1"
"1850","1","0","0","0","1","0","9","0","0","1","9","1","0","0","0","9","9","9","1","1","1","1","0","9","9","9","9","9","9","1","1","1","1"
"1851","1","0","0","0","1","1","9","0","1","9","1","1","0","0","0","1","0","0","1","1","1","1","0","9","1","1","9","9","1","0","1","1","1"
"1852","1","0","0","0","0","0","1","9","9","9","1","1","9","9","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1853","1","1","1","1","1","1","9","1","1","1","1","1","1","9","0","9","1","1","1","1","1","1","0","9","1","1","1","1","1","1","9","9","9"
"1854","1","9","9","0","0","0","1","9","1","0","1","1","9","1","0","9","1","9","0","1","1","9","1","9","1","1","1","1","1","0","1","1","1"
"1855","9","0","0","0","1","0","9","1","1","0","1","1","9","1","9","9","1","1","1","0","1","1","0","9","1","1","1","1","1","9","1","1","1"
"1856","9","0","0","9","1","1","9","0","1","9","1","1","0","9","0","0","1","1","1","9","1","1","0","9","1","1","9","1","1","1","1","1","1"
"1857","9","0","0","0","0","0","9","9","9","9","9","9","1","0","0","1","0","0","1","1","1","9","1","9","9","9","1","1","1","1","9","9","9"
"1858","9","0","0","0","1","0","9","9","1","1","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","9","1"
"1859","0","0","0","0","1","0","9","9","9","9","1","1","1","1","1","1","0","1","0","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1860","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","1","9","1","1","1","1","9","9","1","1","1","9","1","1","1","1","1"
"1861","0","0","0","0","0","0","1","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","9","0","0","0","9","1","1","1"
"1862","9","9","0","0","1","0","9","0","0","1","1","1","9","9","9","1","1","1","1","1","1","1","1","9","9","0","1","1","9","1","1","1","9"
"1863","1","9","9","9","1","0","1","0","1","1","1","1","0","0","0","9","9","1","1","1","1","9","0","9","1","1","1","1","1","1","1","1","1"
"1864","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","0","1","0","9","1","1","1","1","1","9","1","9","9"
"1865","0","0","0","9","0","0","9","1","1","9","1","1","0","0","0","1","1","1","1","1","1","1","9","9","1","1","1","1","1","9","9","9","1"
"1866","9","9","0","0","1","0","1","0","1","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","9","9","9","9","1","1","1"
"1867","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","9","9","9","9","9","1","9","9","1","1","1","1","1","1","1","1","1"
"1868","1","9","1","1","0","0","9","1","9","9","1","1","0","0","0","1","9","1","9","9","9","9","0","9","1","1","1","9","1","1","1","1","1"
"1869","9","9","0","0","0","0","9","9","1","0","1","1","0","0","0","1","9","0","9","9","1","1","1","9","1","1","9","9","0","1","9","0","1"
"1870","1","9","0","9","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","1","9","1","1","1","1","1","1","1","9","9"
"1871","9","1","0","0","1","0","1","0","9","1","9","9","0","0","0","1","9","9","0","1","9","9","9","9","1","1","1","1","1","1","1","1","1"
"1872","1","9","0","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","0","1","1","0","9","1","1","9","0","0","1","1","1","1"
"1873","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","9","1","1","9","1","9","0"
"1874","1","1","1","1","0","0","1","0","1","0","1","1","1","1","1","9","1","1","0","1","1","1","0","9","1","1","1","1","1","9","1","1","1"
"1875","9","9","0","0","1","0","1","1","1","1","1","1","1","9","9","1","1","1","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1876","9","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","1","1","1"
"1877","9","0","0","0","0","0","9","9","9","9","9","0","0","0","0","0","1","1","1","9","0","1","0","9","9","9","1","1","1","9","1","0","1"
"1878","1","0","1","1","1","1","1","0","1","9","1","1","9","0","0","0","1","1","1","1","1","1","9","9","1","9","0","0","1","1","1","1","1"
"1879","9","0","0","0","0","0","9","9","9","9","1","1","1","0","0","9","1","1","1","9","9","1","0","9","1","9","0","0","1","1","1","1","9"
"1880","1","0","0","0","0","0","1","9","1","9","1","1","1","0","0","1","0","0","1","1","1","1","1","9","1","1","1","0","0","1","1","1","1"
"1881","0","0","0","0","1","0","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1882","0","0","9","0","0","0","9","9","9","9","1","1","9","0","0","1","1","1","9","9","1","1","0","9","1","1","9","9","9","1","1","1","1"
"1883","1","1","9","9","1","0","0","0","1","0","1","1","1","1","1","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","1"
"1884","0","9","9","0","0","0","1","9","1","9","1","1","9","9","0","9","1","1","1","9","1","1","9","9","9","1","1","9","1","1","1","9","1"
"1885","1","9","9","0","0","0","1","1","9","9","1","1","1","0","9","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1886","1","1","1","9","1","0","9","9","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","9","9","1","1","1","0","1"
"1887","1","1","1","1","1","1","9","1","0","9","1","1","9","0","0","1","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","9","1"
"1888","0","9","0","0","0","0","9","9","9","9","1","1","1","1","1","1","9","9","1","1","1","1","9","9","1","1","9","0","0","1","1","1","1"
"1889","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","1","1","1","1","1","9","9","9","9","9","1","1","1","1","1","9"
"1890","0","9","0","0","0","0","9","9","9","9","1","1","9","9","9","1","9","9","9","1","1","1","1","9","9","9","9","0","9","9","1","9","1"
"1891","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","1","1","1","1","1","1","1","9","9","9","9","9","9","1","9","1","1"
"1892","0","0","0","0","1","1","1","0","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","9","9","9","1","1","1","1"
"1893","9","1","9","9","1","1","9","1","1","1","1","1","1","0","0","1","9","1","1","1","1","1","0","9","1","1","1","9","9","1","9","9","1"
"1894","0","9","9","9","1","0","9","0","1","1","1","1","1","1","1","1","9","9","0","1","1","1","9","9","1","1","9","9","1","1","1","9","9"
"1895","9","0","0","0","0","0","9","9","1","1","1","1","9","9","0","1","9","9","9","9","1","1","9","9","1","1","1","1","1","0","1","9","1"
"1896","0","1","0","0","0","0","9","9","0","1","1","1","0","0","0","1","0","0","0","9","9","0","9","9","1","1","1","1","1","9","1","9","0"
"1897","0","0","0","0","0","0","9","9","9","9","9","1","9","1","1","1","1","1","9","1","9","1","9","9","1","1","9","9","0","1","1","1","1"
"1898","0","9","0","0","0","0","1","9","1","9","1","9","9","0","0","1","0","1","9","9","1","1","0","9","9","1","9","1","1","1","1","1","1"
"1899","9","9","9","0","0","0","9","0","1","0","1","1","0","0","0","0","9","0","1","9","0","1","9","9","1","1","1","1","1","1","1","1","9"
"1900","9","0","9","9","1","1","1","0","1","0","1","1","1","9","0","1","1","1","0","1","1","1","1","9","1","9","9","9","0","1","1","9","9"
"1901","0","9","0","1","1","0","0","1","0","9","1","1","9","0","9","1","1","1","9","0","9","1","1","9","1","1","1","1","0","1","1","1","1"
"1902","9","1","9","0","1","1","9","9","9","9","1","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","1","1","1"
"1903","9","9","9","0","0","0","0","1","1","9","9","1","1","0","0","0","9","1","1","1","1","1","0","9","9","1","0","0","0","1","1","1","1"
"1904","1","1","1","1","0","1","9","9","9","9","9","9","9","0","0","9","1","1","1","1","1","1","1","9","1","1","9","1","9","1","1","1","1"
"1905","0","0","0","9","0","0","1","0","1","9","1","0","1","0","1","9","1","0","1","1","9","1","0","9","9","1","1","1","1","1","9","9","1"
"1906","9","0","0","0","0","0","9","9","9","9","9","1","0","0","0","1","9","9","9","1","1","1","1","9","9","9","9","0","0","1","1","1","1"
"1907","9","9","1","9","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1908","9","1","9","9","1","1","0","1","0","9","9","0","0","0","0","0","9","9","1","1","1","1","0","9","1","1","9","9","1","1","1","9","9"
"1909","1","0","0","0","0","0","9","9","9","9","1","1","9","9","0","9","1","1","1","0","1","1","9","9","1","1","9","1","1","1","1","9","1"
"1910","9","0","0","9","0","1","9","0","9","1","9","1","9","9","9","1","1","1","1","9","1","9","9","9","1","1","1","1","1","1","1","1","1"
"1911","9","1","9","9","0","0","1","9","9","1","1","1","0","0","0","1","1","1","1","0","1","1","9","9","9","9","9","0","9","9","1","1","1"
"1912","0","0","0","0","0","0","1","9","9","9","1","1","0","0","0","1","9","9","1","1","1","1","0","9","1","1","9","9","9","1","1","1","1"
"1913","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","9","0","1","9","0","9","1","9","0","9","0","1","9","9","1"
"1914","9","1","1","1","0","0","9","9","1","9","1","1","1","0","0","1","0","0","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"1915","9","0","0","0","0","0","9","0","1","9","1","1","9","9","9","9","1","1","9","1","9","1","9","9","1","1","0","0","0","1","1","9","1"
"1916","1","9","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","0","1","1","0","9","0","1","0","0","0","1","1","0","0"
"1917","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","1","1","9","9","1","9","1","9","9","9","1","1","1"
"1918","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","1","1","1"
"1919","0","0","0","0","0","0","9","9","1","9","1","1","0","0","0","9","1","1","1","1","1","9","9","9","9","9","0","0","0","9","1","1","1"
"1920","0","0","0","0","0","0","9","9","9","9","9","9","0","0","0","1","0","0","0","0","0","0","0","9","1","9","0","0","0","9","9","1","0"
"1921","1","1","1","1","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","9","1","1","9","1","1","1","1","1","1","1","1","1"
"1922","1","0","0","0","0","0","1","1","1","9","1","1","1","9","9","9","1","9","1","1","1","9","9","9","9","9","0","0","0","1","1","0","1"
"1923","0","9","0","0","1","0","1","9","1","0","1","1","9","9","9","9","1","9","1","1","1","1","0","9","1","1","1","1","1","9","1","1","1"
